Título,Semilla,URL_adicionales,Estado,Tipo de recolección,Frecuencia ,Profundidad,Tamaño,Palabras_clave,Materia
"CEIP Las Gaviotas (Lepe, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21002203/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Fray Claudio (Trigueros, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21002884/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Don Bosco (Valverde del Camino, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21002951/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP San Vicente Mártir (Zalamea la Real, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21003086/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Manuel Siurot (La Palma del Condado, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21003232/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
CEIP Reyes Católicos (Huelva),http://www.juntadeandalucia.es/averroes/centros-tic/21003281/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Dunas de Doñana (Almonte, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21003426/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
CEIP José Oliva (Huelva),http://www.juntadeandalucia.es/averroes/centros-tic/21003608/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
IES Fuentepiña (Huelva),http://www.juntadeandalucia.es/averroes/centros-tic/21003712/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Las Viñas (Bollullos Par del Condado, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21003955/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Zenobia Camprubí (Moguer, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21600659/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Los Molinos (Valverde del Camino, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21600738/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Enebral (Punta Umbría, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21600763/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
CEIP Profesora Pilar Martínez (Huelva),http://www.juntadeandalucia.es/averroes/centros-tic/21600775/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
CEIP Tres Carabelas (Huelva),http://www.juntadeandalucia.es/averroes/centros-tic/21600829/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Los Taranjales (Almonte, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21600842/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP El Lince (Almonte, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21601007/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Catedrático Pulido Rubio (Bonares, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700061/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Cuenca Minera (Minas de Riotinto, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700290/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Puerta de Andalucía (Santa Olalla del Cala, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700319/helvia/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Francisco Garfias (Moguer, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700368/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Diego Rodríguez Estrada (San Juan del Puerto, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700371/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES San Blas (Aracena, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700381/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES José M. Morón y Barrientos  (Cumbres Mayores, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700447/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Alfonso Romero Barcojo ( Niebla, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700459/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES González de Aguilar (Ayamonte, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700496/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Guadiana (Ayamonte, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700502/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Puerta del Andévalo (San Bartolomé de la Torre, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700514/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Juan Antonio Pérez Mercader (Aljaraque, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700551/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Virgen del Socorro (Rociana del Condado, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700599/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Nuevo Milenio (Zalamea la Real, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700629/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Doñana (Almonte, Huelva)",http://www.juntadeandalucia.es/averroes/centros-tic/21700654/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Fernando Molina (Albanchez de Mágina, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23000015/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP García Morente (Arjonilla, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23000726/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Ángel López Salazar (Baeza, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23000805/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Virgen de Cuadros (Bedmar y Garcíez, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23001056a/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Gregorio Aguilar (Cambil, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23001147/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Castillo de Alhabar (Cambil, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23001159/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Manuel Andújar (La Carolina, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23001263/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Santa Clara (La Higuera, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23001640/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
CEIP Alfredo Cazabán (Jaén),http://www.juntadeandalucia.es/averroes/centros-tic/23002176/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
CEIP Agustín Serrano de Haro (Jaén),http://www.juntadeandalucia.es/averroes/centros-tic/23002188/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP José Plata (Mengíbar, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23003181/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Nuestra Señora de la Encarnación (Peal de Becerro, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23003284/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP San Blas (La Puerta de Segura, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23003405/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Virgen del Tíscar (Quesada, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23003429/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Bachiller Pérez de Moya (Santisteban del Puerto, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23003612/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Santiago Apóstol (Valdepeñas de Jaén, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23004291/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Ntra. Sra. del Castillo (Vilches, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23004379/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Ntra. Sra. de la Fuensanta (Villanueva del Arzobispo, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23004604/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Francisco Badillo (Villatorres, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23004653/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Francisco Estepa Llaurens (Andújar, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23004941/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
IES Auringis (Jaén),http://www.juntadeandalucia.es/averroes/centros-tic/23005062/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Príncipe Felipe (Torredelcampo, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23005499/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Pero Xil (Torreperogil, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23005591/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Antonio Machado (Peal de Becerro, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23005931/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
CEIP Antonio Prieto (Jaén),http://www.juntadeandalucia.es/averroes/centros-tic/23009432/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP La Paz (Villatorres, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23601278/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP San José de Calasanz (Mancha Real, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23601311/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jáen,37 Educación. Enseñanza. Didáctica
"CEIP San Marcos (Mancha Real, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23601321/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Gil de Zático (Torreperogil, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23700244/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Puerta de Arenas (Campillo de Arenas, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23700256/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES El Yelmo (Segura de la Sierra, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23700268/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Virgen de la Cabeza (Marmolejo, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23700293/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Nieves López Pastor (Villanueva del Arzobispo, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23700499/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Juan del Villar (Arjonilla, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23700591/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
IES Accabe (Bezmar y Garcíez. Jaén),http://www.juntadeandalucia.es/averroes/centros-tic/23700621/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Mateo Francisco de Rivas (Jabalquinto, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23700700/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Alhajar (Pegalajar, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23700761/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES valle del Guadalimar (Puente de Génave, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23700773/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Iulia Salaria (Sabiote, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23700797/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Santa Engracia (Linares, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/23700888/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Nuestra Señora de la Paz (Chilluévar, Jaén)",http://www.juntadeandalucia.es/averroes/centros-tic/29007809/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Juan Ramón Jiménez (Fuente Palmera, Córdoba)",http://www.juntadeandalucia.es/averroes/centros-tic/41008830/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
CEIP Gloria Fuertes (Córdoba),http://www.juntadeandalucia.es/averroes/centros-tic/41602636/helvia/sitio/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
Archivo General de Andalucía,http://www.juntadeandalucia.es/cultura/archivos/aga,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Mediano,Archivos / Instituciones culturales / Andalucía,930.25 Archivística. Archivos
Archivo Histórico Provincial de Cádiz,http://www.juntadeandalucia.es/cultura/archivos/ahpcadiz,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Mediano,Archivos históricos / Instituciones culturales / Cádiz,930.25 Archivística. Archivos
